gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,champ1,champ2,champ3,champ4,champ5
TRKR1/610033,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610033?gameHash=5bfbb23edb300ec3,OGN,2015,Summer,0,2015-05-15 11:19:14,1,5.08,100,Blue,team,,,Rebels Anarchy,oe:team:05e27fbd83768ba717ef966c8824e66,,11.0,19.0,80.0,,,2281,1,26,17,60,26,17,2,0,0,0,0,,,,0.6839,1.1311,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,10.0,3.0,1.0,1.0,,,2,0,103417,2720.3069,,3613.3889,0.0,117,3.0776,40,1.0522,16,0,0.0,71260,48071,1264.4717,,64403,0.0895648,,920,161,132,29,28.4349,13304,17113,259,14010,17626,244,-706,-513,15,1,2,2,2,4,1,19838,26266,401,21529,27359,399,-1691,-1093,2,2,4,4,4,9,2,32,100,65,70,130
TRKR1/610033,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610033?gameHash=5bfbb23edb300ec3,OGN,2015,Summer,0,2015-05-15 11:19:14,1,5.08,200,Red,team,,,Winners,oe:team:e5762a12b1dca7458bf1e6cdba8457e,,158.0,53.0,40.0,,,2281,0,17,26,45,17,26,1,1,0,0,1,,,,0.4472,1.1311,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,3.0,10.0,0.0,0.0,,,0,2,94099,2475.2039,,3525.0066,0.0,153,4.0246,35,0.9206,20,0,0.0,59970,36781,967.4967,,58882,-0.0895648,,871,129,118,11,26.3043,14010,17626,244,13304,17113,259,706,513,-15,2,4,1,1,2,2,21529,27359,399,19838,26266,401,1691,1093,-2,4,9,2,2,4,4,75,37,20,21,45
TRKR1/610037,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610037?gameHash=839c1fc4a7a41507,OGN,2015,Summer,0,2015-05-15 12:18:38,2,5.08,100,Blue,team,,,Winners,oe:team:e5762a12b1dca7458bf1e6cdba8457e,,158.0,53.0,65.0,,,1870,1,25,9,44,25,9,2,1,0,0,1,,,,0.8021,1.0909,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,1.0,9.0,1.0,1.0,1.0,,,1,0,90633,2908.0107,,3069.6578,0.0,117,3.754,24,0.7701,17,0,0.0,60162,40877,1311.5615,,54698,0.259244,,756,143,107,36,28.8449,15626,17678,247,13558,16941,240,2068,737,7,5,7,2,2,1,5,22603,28124,411,20824,27200,397,1779,924,14,6,9,3,3,2,6,106,100,146,21,45
TRKR1/610037,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610037?gameHash=839c1fc4a7a41507,OGN,2015,Summer,0,2015-05-15 12:18:38,2,5.08,200,Red,team,,,Rebels Anarchy,oe:team:05e27fbd83768ba717ef966c8824e66,,11.0,19.0,130.0,,,1870,0,9,25,17,9,25,0,0,0,0,0,,,,0.2888,1.0909,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,,,0,1,60021,1925.8075,,3998.4706,0.0,78,2.5027,25,0.8021,13,0,0.0,47083,27798,891.9144,,42145,-0.259244,,747,95,92,3,27.016,13558,16941,240,15626,17678,247,-2068,-737,-7,2,1,5,5,7,2,20824,27200,397,22603,28124,411,-1779,-924,-14,3,2,6,6,9,3,104,37,71,118,4
TRKR1/610038,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610038?gameHash=c02ccf115ebbc961,OGN,2015,Summer,0,2015-05-15 13:06:52,3,5.08,100,Blue,team,,,Rebels Anarchy,oe:team:05e27fbd83768ba717ef966c8824e66,,11.0,19.0,80.0,,,2451,1,25,13,60,25,13,4,0,0,0,1,,,,0.612,0.9302,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,1.0,0.0,10.0,4.0,0.0,1.0,,,3,0,104696,2562.9376,,3410.6977,0.0,105,2.5704,38,0.9302,11,0,0.0,77287,52483,1284.7736,,73193,0.186726,,1088,162,117,45,30.5998,13957,18219,288,13896,18292,288,61,-73,0,0,0,0,0,0,0,22679,29578,455,21132,28837,448,1547,741,7,4,7,1,1,1,4,40,37,134,29,130
TRKR1/610038,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610038?gameHash=c02ccf115ebbc961,OGN,2015,Summer,0,2015-05-15 13:06:52,3,5.08,200,Red,team,,,Winners,oe:team:e5762a12b1dca7458bf1e6cdba8457e,,53.0,158.0,65.0,,,2451,0,13,25,31,13,25,1,0,0,0,0,,,,0.3182,0.9302,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,1.0,1.0,1.0,4.0,10.0,1.0,0.0,,,0,3,104305,2553.366,,3451.3097,0.0,158,3.8678,30,0.7344,25,0,0.0,64561,39757,973.2436,,60693,-0.186726,,959,152,139,13,27.1971,13896,18292,288,13957,18219,288,-61,73,0,0,0,0,0,0,0,21132,28837,448,22679,29578,455,-1547,-741,-7,1,1,4,4,7,1,106,100,146,21,45
TRKR1/610056,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610056?gameHash=5ed61e49935056e6,OGN,2015,Summer,0,2015-05-16 04:59:02,1,5.08,100,Blue,team,,,Samsung Galaxy,oe:team:3b84bb916852d07609c83d1ce91c1a9,,65.0,37.0,19.0,,,1879,1,9,5,35,9,5,2,0,0,0,0,,,,0.2874,0.447,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,0.0,1.0,8.0,2.0,1.0,1.0,,,1,0,51924,1658.0309,,1994.0181,0.0,115,3.6722,44,1.405,18,0,0.0,53099,33729,1077.0303,,42960,-0.0235781,,772,91,75,16,27.5572,13176,16113,233,14595,16875,258,-1419,-762,-25,0,0,3,3,7,1,20244,26207,410,22425,28243,449,-2181,-2036,-39,0,0,4,4,8,1,75,89,11,118,45
TRKR1/610056,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610056?gameHash=5ed61e49935056e6,OGN,2015,Summer,0,2015-05-16 04:59:02,1,5.08,200,Red,team,,,Prime Clan,oe:team:cfe39d6ad56ade376271fc42865bc2f,,158.0,100.0,53.0,,,1879,0,5,10,10,5,10,0,0,0,0,1,,,,0.1597,0.447,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,2.0,0.0,2.0,8.0,0.0,0.0,,,0,1,36375,1161.5221,,2475.0718,0.0,97,3.0974,34,1.0857,15,0,0.0,45263,25893,826.8121,,43985,0.0235781,,777,117,109,8,28.5471,14595,16875,258,13176,16113,233,1419,762,25,3,7,1,0,0,3,22425,28243,449,20244,26207,410,2181,2036,39,4,8,1,0,0,4,36,109,56,70,130
TRKR1/610058,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610058?gameHash=e4e29b7950dd57b2,OGN,2015,Summer,0,2015-05-16 05:47:47,2,5.08,200,Red,team,,,Samsung Galaxy,oe:team:3b84bb916852d07609c83d1ce91c1a9,,53.0,19.0,11.0,,,2448,1,14,9,38,14,9,1,0,0,0,1,,,,0.3431,0.5637,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,9.0,2.0,1.0,1.0,,,2,0,67418,1652.402,,2879.5588,0.0,156,3.8235,50,1.2255,20,0,0.0,70903,46127,1130.5637,,61093,0.0628899,,1080,189,169,20,31.1029,14658,16897,245,13396,15944,242,1262,953,3,4,7,2,2,3,4,22842,27574,415,19860,25285,387,2982,2289,28,5,8,3,3,5,5,40,100,20,118,4
TRKR1/610058,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610058?gameHash=e4e29b7950dd57b2,OGN,2015,Summer,0,2015-05-16 05:47:47,2,5.08,100,Blue,team,,,Prime Clan,oe:team:cfe39d6ad56ade376271fc42865bc2f,,66.0,158.0,75.0,,,2448,0,9,14,24,9,14,0,0,0,0,0,,,,0.2206,0.5637,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,,,0,2,75874,1859.6569,,2289.1667,0.0,143,3.5049,61,1.4951,12,0,0.0,57907,33131,812.0343,,57368,-0.0628899,,980,149,143,6,27.6716,13396,15944,242,14658,16897,245,-1262,-953,-3,2,3,4,4,7,2,19860,25285,387,22842,27574,415,-2982,-2289,-28,3,5,5,5,8,3,36,37,65,21,130
TRKR1/610059,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610059?gameHash=36121fc0247cb859,OGN,2015,Summer,0,2015-05-16 06:45:30,1,5.08,100,Blue,team,,,Samsung Galaxy,oe:team:3b84bb916852d07609c83d1ce91c1a9,,19.0,71.0,20.0,,,2166,1,19,10,48,19,10,1,0,0,0,0,,,,0.5263,0.8033,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,0.0,1.0,10.0,2.0,1.0,1.0,,,2,0,67479,1869.2244,,2430.1385,0.0,160,4.4321,39,1.0803,21,0,0.0,65299,43202,1196.7313,,61425,0.241788,,880,165,109,56,28.9474,13490,18427,288,13771,17942,266,-281,485,22,0,0,1,1,1,0,21968,28987,454,20940,27259,406,1028,1728,48,3,4,4,4,6,3,75,37,11,70,130
TRKR1/610059,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610059?gameHash=36121fc0247cb859,OGN,2015,Summer,0,2015-05-16 06:45:30,1,5.08,200,Red,team,,,Xenics,oe:team:f5003bcab72d32127d7eea18427178c,,86.0,53.0,100.0,,,2166,0,10,19,22,10,19,0,0,0,0,1,,,,0.277,0.8033,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,2.0,0.0,2.0,10.0,0.0,0.0,,,0,2,54728,1516.0111,,2490.3047,0.0,111,3.0748,49,1.3573,18,0,0.0,51276,29179,808.2825,,48175,-0.241788,,862,88,81,7,26.3158,13771,17942,266,13490,18427,288,281,-485,-22,1,1,0,0,0,1,20940,27259,406,21968,28987,454,-1028,-1728,-48,4,6,3,3,4,4,36,109,151,118,84
TRKR1/610063,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610063?gameHash=f27b6125b6df7988,OGN,2015,Summer,0,2015-05-16 07:42:43,2,5.08,200,Red,team,,,Samsung Galaxy,oe:team:3b84bb916852d07609c83d1ce91c1a9,,19.0,11.0,100.0,,,2795,1,22,10,52,22,10,3,0,0,0,0,,,,0.4723,0.6869,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,0.0,0.0,8.0,5.0,0.0,0.0,,,1,0,98124,2106.4186,,3461.6243,0.0,236,5.0662,56,1.2021,25,0,0.0,81279,53207,1142.1896,,76384,0.170786,,1160,195,157,38,29.0877,13469,18525,270,13276,17209,261,193,1316,9,1,0,1,1,0,2,20753,28477,440,20419,26638,422,334,1839,18,2,4,1,1,0,3,40,89,56,118,4
TRKR1/610063,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610063?gameHash=f27b6125b6df7988,OGN,2015,Summer,0,2015-05-16 07:42:43,2,5.08,100,Blue,team,,,Xenics,oe:team:f5003bcab72d32127d7eea18427178c,,75.0,37.0,53.0,,,2795,0,10,24,22,10,24,0,0,0,0,1,,,,0.2147,0.6869,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,2.0,1.0,5.0,8.0,1.0,1.0,,,0,1,109663,2354.1252,,2697.3381,0.0,146,3.1342,80,1.7174,19,0,0.0,69311,41239,885.2737,,64365,-0.170786,,1161,162,156,6,28.4007,13276,17209,261,13469,18525,270,-193,-1316,-9,1,0,2,1,0,1,20419,26638,422,20753,28477,440,-334,-1839,-18,1,0,3,2,4,1,117,109,65,50,130
TRKR1/610065,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610065?gameHash=e7060fa4a69ab880,OGN,2015,Summer,0,2015-05-16 08:48:59,1,5.08,200,Red,team,,,Xenics,oe:team:f5003bcab72d32127d7eea18427178c,,53.0,65.0,71.0,,,2933,1,11,4,30,11,4,2,1,0,0,0,,,,0.225,0.3069,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,0.0,1.0,10.0,3.0,0.0,0.0,,,2,0,63468,1298.3566,,2345.0733,0.0,164,3.3549,87,1.7797,21,0,0.0,82960,53577,1096.0177,,75710,0.160612,,1283,235,163,72,31.0535,13573,17914,282,13548,17695,282,25,219,0,0,0,0,0,0,0,21025,29156,476,20877,28468,461,148,688,15,0,0,1,1,1,0,36,100,11,50,80
TRKR1/610065,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610065?gameHash=e7060fa4a69ab880,OGN,2015,Summer,0,2015-05-16 08:48:59,1,5.08,100,Blue,team,,,Prime Clan,oe:team:cfe39d6ad56ade376271fc42865bc2f,,19.0,117.0,40.0,,,2933,0,4,11,8,4,11,0,0,0,0,1,,,,0.0818,0.3069,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,2.0,0.0,3.0,10.0,1.0,1.0,,,0,2,75208,1538.5203,,1823.6072,0.0,190,3.8868,56,1.1456,20,0,0.0,68111,38728,792.2537,,64454,-0.160612,,1240,151,147,4,28.4555,13548,17695,282,13573,17914,282,-25,-219,0,0,0,0,0,0,0,20877,28468,461,21025,29156,476,-148,-688,-15,1,1,0,0,0,1,60,37,160,118,130
TRKR1/610069,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610069?gameHash=faf0d17dd1b61aa6,OGN,2015,Summer,0,2015-05-16 10:00:47,2,5.08,200,Red,team,,,Prime Clan,oe:team:cfe39d6ad56ade376271fc42865bc2f,,19.0,40.0,100.0,,,3279,1,28,13,74,28,13,5,2,1,0,0,,,,0.5124,0.7502,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,1.0,1.0,0.0,10.0,3.0,1.0,1.0,,,1,0,120335,2201.9213,,2812.3696,0.0,194,3.5499,61,1.1162,17,0,0.0,93113,60443,1106.0018,,87390,0.128997,,1288,193,158,35,27.0997,13542,18137,282,13401,17031,281,141,1106,1,0,0,0,0,0,0,21924,28840,445,19804,25478,418,2120,3362,27,4,9,1,1,3,4,75,37,80,70,84
TRKR1/610069,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610069?gameHash=faf0d17dd1b61aa6,OGN,2015,Summer,0,2015-05-16 10:00:47,2,5.08,100,Blue,team,,,Xenics,oe:team:f5003bcab72d32127d7eea18427178c,,65.0,71.0,53.0,,,3279,0,13,28,37,13,28,2,0,0,0,1,,,,0.2379,0.7502,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,1.0,1.0,3.0,10.0,0.0,0.0,,,0,1,116166,2125.6359,,2789.8079,0.0,199,3.6414,68,1.2443,21,0,0.0,80180,47510,869.3504,,76800,-0.128997,,1249,192,176,16,26.3678,13401,17031,281,13542,18137,282,-141,-1106,-1,0,0,0,0,0,0,19804,25478,418,21924,28840,445,-2120,-3362,-27,1,3,4,4,9,1,36,109,11,118,130
TREU/1000730088,complete,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1000730088?gameHash=c1cb6e2cad5202ca,TCL,2015,Summer,0,2015-05-16 11:05:35,1,5.08,200,Red,team,,,NumberOne Esports,oe:team:ec45c1d412e89b59d0b013eab4af15e,,130.0,36.0,11.0,,,2469,1,23,10,75,23,10,2,1,1,0,1,,,,0.5589,0.8019,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,0.0,1.0,9.0,4.0,0.0,1.0,,,1,0,95350,2317.1324,,3232.8311,0.0,82,1.9927,33,0.8019,13,0,0.0,75136,50161,1218.9793,,66175,0.13842,,979,166,135,31,27.825,14318,18935,283,13475,17356,290,843,1579,-7,1,1,0,0,0,1,21582,29938,453,21232,29319,490,350,619,-37,2,3,1,1,1,2,75,100,19,53,80
TREU/1000730088,complete,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1000730088?gameHash=c1cb6e2cad5202ca,TCL,2015,Summer,0,2015-05-16 11:05:35,1,5.08,100,Blue,team,,,ATLAS eSports Team,oe:team:575f4ac938f0343c3e0f26bbacfe063,,65.0,40.0,37.0,,,2469,0,10,23,25,10,23,0,0,0,0,0,,,,0.243,0.8019,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,2.0,0.0,4.0,9.0,1.0,0.0,,,0,1,95508,2320.9721,,2967.096,0.0,95,2.3086,25,0.6075,8,0,0.0,60453,35478,862.1628,,57608,-0.13842,,992,155,144,11,27.8736,13475,17356,290,14318,18935,283,-843,-1579,7,0,0,1,1,1,0,21232,29319,490,21582,29938,453,-350,-619,37,1,1,2,2,3,1,43,109,160,70,84
TRKR1/610070,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610070?gameHash=8ec7c1af16aa20e6,OGN,2015,Summer,0,2015-05-16 11:13:30,3,5.08,100,Blue,team,,,Prime Clan,oe:team:cfe39d6ad56ade376271fc42865bc2f,,19.0,100.0,40.0,,,2566,1,14,8,39,14,8,4,1,0,0,1,,,,0.3274,0.5144,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,1.0,7.0,6.0,1.0,1.0,,,1,0,55749,1303.562,,1572.463,0.0,180,4.2089,54,1.2627,22,0,0.0,66881,40984,958.3164,,59620,-0.0140403,,1052,144,113,31,27.9657,13910,17387,257,13864,17346,248,46,41,9,2,2,2,2,3,3,22843,28086,404,21581,26450,395,1262,1636,9,6,17,5,5,13,7,106,37,71,118,84
TRKR1/610070,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/610070?gameHash=8ec7c1af16aa20e6,OGN,2015,Summer,0,2015-05-16 11:13:30,3,5.08,200,Red,team,,,Xenics,oe:team:f5003bcab72d32127d7eea18427178c,,65.0,53.0,75.0,,,2566,0,8,15,21,8,15,0,0,0,0,0,,,,0.1871,0.5144,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,,,0,1,41749,976.2042,,2016.3835,0.0,149,3.484,74,1.7303,17,0,0.0,63687,37790,883.6321,,60463,0.0140403,,1058,155,131,24,28.3632,13864,17346,248,13910,17387,257,-46,-41,-9,2,3,3,2,2,2,21581,26450,395,22843,28086,404,-1262,-1636,-9,5,13,7,6,17,5,117,89,11,64,80
TREU/1000720124,complete,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1000720124?gameHash=e44e4cbcb557810a,TCL,2015,Summer,0,2015-05-16 12:15:28,1,5.08,100,Blue,team,,,HWA Gaming,oe:team:47980e0bc08d56ec5a4274f07016ab5,,53.0,130.0,40.0,,,2152,1,22,8,67,22,8,3,1,1,0,1,,,,0.6134,0.8364,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,11.0,2.0,0.0,1.0,,,3,0,77283,2154.7305,,2452.7509,0.0,104,2.8996,30,0.8364,12,0,0.0,62288,40324,1124.2751,,54225,0.190621,,837,82,64,18,25.6227,14121,17207,291,13594,17840,251,527,-633,40,1,1,1,1,1,1,21212,25759,450,22054,27849,389,-842,-2090,61,1,1,6,6,14,1,75,37,71,118,84
TREU/1000720124,complete,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1000720124?gameHash=e44e4cbcb557810a,TCL,2015,Summer,0,2015-05-16 12:15:28,1,5.08,200,Red,team,,,Team Turquality,oe:team:c33c60aabef5b74d45d8c5750d74da5,,19.0,100.0,65.0,,,2152,0,8,22,18,8,22,0,0,0,0,0,,,,0.223,0.8364,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,2.0,11.0,1.0,0.0,,,0,3,64163,1788.9312,,2653.3829,0.0,87,2.4257,31,0.8643,14,0,0.0,47007,25043,698.2249,,44788,-0.190621,,713,97,91,6,22.5836,13594,17840,251,14121,17207,291,-527,633,-40,1,1,1,1,1,1,22054,27849,389,21212,25759,450,842,2090,-61,6,14,1,1,1,6,106,109,137,21,80
TREU/1000720134,complete,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1000720134?gameHash=5741206ece690a22,TCL,2015,Summer,0,2015-05-16 13:23:16,1,5.08,100,Blue,team,,,Oyun Hizmetleri,oe:team:ef73b0c8f0ee92631adf7cb11ebe12d,,71.0,65.0,84.0,,,2456,1,17,14,48,17,14,1,1,0,0,1,,,,0.4153,0.7573,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,0.0,1.0,8.0,6.0,1.0,1.0,,,1,0,90280,2205.5375,,2180.5212,0.0,108,2.6384,21,0.513,9,0,0.0,68367,43515,1063.07,,58475,-0.0159134,,884,162,133,29,25.5537,14063,17364,265,13306,17171,255,757,193,10,2,1,1,1,1,2,20790,28583,430,21467,29680,436,-677,-1097,-6,2,1,4,4,5,2,75,100,160,50,80
TREU/1000720134,complete,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1000720134?gameHash=5741206ece690a22,TCL,2015,Summer,0,2015-05-16 13:23:16,1,5.08,200,Red,team,,,Crew e-Sports Club,oe:team:2c5866dddf12420590b19eb49ffb082,,130.0,53.0,11.0,,,2456,0,14,17,18,14,17,1,0,0,0,0,,,,0.342,0.7573,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,2.0,0.0,6.0,8.0,0.0,0.0,,,0,1,57627,1407.8257,,3236.0912,0.0,119,2.9072,19,0.4642,8,0,0.0,61077,36225,884.9756,,59413,0.0159134,,884,168,146,22,25.7003,13306,17171,255,14063,17364,265,-757,-193,-10,1,1,2,2,1,1,21467,29680,436,20790,28583,430,677,1097,6,4,5,2,2,1,4,40,37,20,139,67
TREU/1000730117,complete,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1000730117?gameHash=7f6a85cb00665f77,TCL,2015,Summer,0,2015-05-16 14:51:25,1,5.08,100,Blue,team,,,Beşiktaş Esports,oe:team:4f19751f9f051533995772897da2d77,,65.0,117.0,37.0,,,2429,1,19,6,50,19,6,4,1,0,0,0,,,,0.4693,0.5928,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,0.0,0.0,9.0,3.0,0.0,1.0,,,1,0,81759,2019.5718,,2676.3853,0.0,139,3.4335,38,0.9387,18,0,0.0,70623,46028,1136.9617,,63695,0.180645,,1001,142,109,33,28.2338,12827,16455,252,14179,17813,300,-1352,-1358,-48,0,0,1,1,0,0,19705,27203,431,21879,28921,481,-2174,-1718,-50,0,0,3,3,3,0,75,100,23,53,130
TREU/1000730117,complete,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1000730117?gameHash=7f6a85cb00665f77,TCL,2015,Summer,0,2015-05-16 14:51:25,1,5.08,200,Red,team,,,Dark Passage,oe:team:a42600a99997fca0d35f2821662b997,,40.0,106.0,1.0,,,2429,0,5,19,10,5,19,0,0,0,0,1,,,,0.1235,0.5928,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,2.0,1.0,3.0,9.0,1.0,0.0,,,0,1,70339,1737.4804,,2653.9317,0.0,124,3.063,52,1.2845,16,0,0.0,56087,31492,777.9004,,53142,-0.180645,,1004,123,107,16,27.8386,14179,17813,300,12827,16455,252,1352,1358,48,1,0,0,0,0,1,21879,28921,481,19705,27203,431,2174,1718,50,3,3,0,0,0,3,36,109,19,137,4
TREU/1000720170,complete,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1000720170?gameHash=7731e869a80c66db,TCL,2015,Summer,0,2015-05-17 10:49:26,1,5.08,200,Red,team,,,Dark Passage,oe:team:a42600a99997fca0d35f2821662b997,,40.0,71.0,20.0,,,2582,1,12,14,24,12,14,1,0,0,0,0,,,,0.2789,0.6042,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,10.0,5.0,0.0,0.0,,,2,0,89573,2081.4795,,2620.8985,0.0,142,3.2998,40,0.9295,22,0,0.0,71772,45723,1062.5019,,72860,0.160415,,1068,204,153,51,29.5585,14008,18135,286,12949,15578,228,1059,2557,58,1,1,1,1,1,1,21784,27617,443,22696,27836,385,-912,-219,58,2,3,6,6,15,2,115,109,19,53,130
TREU/1000720170,complete,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1000720170?gameHash=7731e869a80c66db,TCL,2015,Summer,0,2015-05-17 10:49:26,1,5.08,100,Blue,team,,,Crew e-Sports Club,oe:team:2c5866dddf12420590b19eb49ffb082,,65.0,36.0,37.0,,,2582,0,14,12,36,14,12,2,2,0,0,1,,,,0.3253,0.6042,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,5.0,10.0,1.0,1.0,,,0,2,81094,1884.4462,,2956.0806,0.0,123,2.8582,42,0.976,12,0,0.0,65318,39269,912.5252,,62040,-0.160415,,964,140,120,20,25.6545,12949,15578,228,14008,18135,286,-1059,-2557,-58,1,1,1,1,1,1,22696,27836,385,21784,27617,443,912,219,-58,6,15,2,2,3,6,75,100,158,50,7
